user_id,product_id,product_category,interaction_type
U0000,b96f22ccd17136573e41459d5a3fe474,Beauty > Makeup > Face Makeup,view
U0000,1baf5bfa1fc9b1621eee8e3c1dbda9cb,Household Essentials > Paper & Plastic > Disposable Tabletop,view
U0000,7b77f19bbece5009a3ec4788ccfe6534,Beauty > Beauty by Topic > Face Moisturizers with SPF,view
U0000,35da4f49ae4e104c7e804a7b639e73a5,Beauty > Makeup > Face Makeup,view
U0000,fc5832bf102cdda32f336df4405940c5,Personal Care > Personal Care by Brand > Colgate,view
U0000,0081011703195479400000002000000000067933420US,Personal Care > Deodorants & Antiperspirants,view
U0000,ad9500c16e61a9b4ea0217b5cf5d6504,Personal Care > Incontinence > Women's Incontinence,view
U0000,880eb93b937b21cce0fe306689800969,Personal Care > Feminine Care > All Feminine Care,cart
U0000,9b8c3375fcbc7ff4f088d6f6808c15bc,Beauty > Makeup > Face Makeup,view
U0000,ab1337643ecd4d08a957eea8c7050122,"Personal Care > Bath & Body > Loofahs, Bath Sponges & Accessories",cart
U0000,3a40f9427b899cc9985031b821381a58,Home > Decor > Slipcovers,view
U0000,0007704300095379400000002000000000067661936US,Personal Care > Bath & Body > Body Wash & Shower Gel,view
U0000,827cc2de789c2798e1d21033ccf06981,Beauty > Makeup > Lip,purchase
U0000,1774c7d8ea64113281dba282f69944a0,Premium Beauty > Premium Makeup > Premium Nail Polish & Care,view
U0000,4405be4f1053bcd849fb85bb64c6bd3d,Household Essentials > Air Fresheners > Car Air Fresheners,view
U0000,ce31c8fe2c6dc4a2feaba0eda4e9b02e,Beauty > Hair Care > Hair Styling Products,view
U0000,404def2e4ebed56a185ccf8d76ee1d90,Beauty > Makeup > Face Makeup,cart
U0000,2fe6e6dbff04df2360d0b6db20e568ba,Beauty > Makeup > Lip,view
U0000,4867e30420efa9ea8eb3f267537cb2c8,Sports & Outdoors > Exercise & Fitness > Yoga,view
U0000,4022117ec97f0e4a2f24d0411bd7e404,Premium Beauty > Premium Fragrance > Premium Cologne,view
U0000,98668b3ee91cbcea8d501e9860e3fdb2,Beauty > Makeup > Nails,view
U0000,39973de979375109726b028ac2c35615,Premium Beauty > Premium Facial Skincare > Premium Face Cleansers,view
U0000,609016e9a4b147b08a71cdbf8c2f2c6d,Premium Beauty > Premium Makeup > Premium Lips,view
U0000,dee36bb012b2f13b9e8ac2c3709e5e25,Premium Beauty > Premium Makeup > Premium Nail Polish & Care,view
U0000,f5f6ce6acc8239c9fbed04c9a7936394,Beauty > Hair Care > Conditioner,view
U0000,2f24b4174bff0089482fa3044fb7019f,Personal Care > Sun Care > Sunscreen,purchase
U0000,cc74df80f75a4b5e4fa4b81d71c0da02,Personal Care > Deodorants & Antiperspirants,view
U0000,8ec444032030c0500bfcd9842647f194,Household Essentials > Cleaning Supplies > Cleaning Tools,view
U0000,97066bd8287211fb44b46247d728030f,Premium Beauty > Premium Facial Skincare > Premium Eye Cream & Treatments,view
U0000,c0f5e616caf5a9644f33d5b0f139389e,Seasonal > Stock Up Essentials > Pet Supplies Stock Up,view
U0000,f6710f5d8724ae6880486217fa69b441,Beauty > Hair Care > Hair Styling Products,view
U0000,75027344915d6f29d23deedeb7c8ffc8,Premium Beauty > Premium Hair Care > Premium Styling Products,purchase
U0000,eb2f0a72a92c9d792f94073af489477f,Beauty > Makeup > Nails,view
U0000,76fa38c90774206577a9a72e6d2efab0,Home > Decor > Decorative Throws,purchase
U0000,d6d2d213eba53d5b11ad159022bb3668,Personal Care > Incontinence > Incontinence Underwear,view
U0000,8b0787df27ef489c95509b4a36886904,Personal Care > Bath & Body > Body Lotions & Creams,view
U0000,46b26628831e614ee21fdbc5c22d9cc6,Health > Aromatherapy > Aromatherapy,view
U0000,0022f90458840d5503147f7b79ae4290,Beauty > Beauty by Top Brands > NYX Professional Makeup,purchase
U0000,acd17cf1c1766125ed4106eb02efaa55,Beauty > Makeup > Face Makeup,view
U0000,b82ec75354a1a669d645830a6d4972cd,Household Essentials > Cleaning Supplies > Cleaning Tools,view
U0000,75bd357fbb4cb048707afc008b8e5f69,Health > Superfoods & Cleanses > Superfoods,view
U0000,0007940047194979400000002000000000067914307US,Personal Care > Men's Essentials > Men's Bath & Body,view
U0000,1a9df902fcd718c7f4dac12678ffa44c,Beauty > Travel Size Beauty > Travel Size Makeup,view
U0000,e787368fd79852144108aa08a7022583,Household Essentials > Laundry > All Laundry Detergent,view
U0000,e2a7b7db4af9bc45e5ef4ed8c8335072,Personal Care > Bath & Body > Hand Soaps,view
U0000,15f9ccfe98c7f2539f9c9abd9933c2d5,Personal Care > Bath & Body > Hand Soaps,view
U0000,9c221b04ce94cc16933f7e6095b98588,Personal Care > Oral Care > Denture Adhesive,cart
U0000,595783807e67f26c48d4812767eae434,Health > Superfoods & Cleanses > Superfoods,view
U0000,59758b8a2894be0246ea59ea140ea1d3,Beauty > Makeup > Lip,view
U0000,2a2d200c18b5e54d76a975da1288cca9,Personal Care > Bath & Body > Hand Lotions & Creams,view
U0000,67945e89a237ce49cafb634e07f543ee,Household Essentials > Paper & Plastic > Trash Bags,view
U0000,1ece02e03a89111d28ef4a11d5f0200b,Health > Aromatherapy > Aromatherapy,view
U0000,a20cfa3d9c589f728ba6678bf58ee03f,"Home > Appliances > Vacuums, Steamers & Floor Care",view
U0000,106534f5ce026478ca74506f29d0af23,Premium Beauty > Premium Hair Care > Premium Styling Products,view
U0000,9f239bf8f0202eaebcea50cc44c7757d,Household Essentials > Air Fresheners > Spray Air Fresheners,view
U0000,ba70548381e1646f944fce8d64cbb3ad,Baby > Diapering > Diaper Rash Creams,cart
U0000,cd45cd03bda26104b802a7d28f48e353,Beauty > Hair Care > Hair Care Brands,view
U0000,2ee89310c2d44cbbba2c3d2a0c430ca6,Personal Care > Oral Care > Clean Living Oral Care,view
U0000,52b1d0948e3691bd165bc9436a55b845,Premium Beauty > Premium Bath & Body > Premium Hand Lotions & Foot Creams,view
U0000,48863d5cf0bde098ac93cc5eb44b91c0,Premium Beauty > Premium Bath & Body > Premium Body Washes & Shower Gels,view
U0000,183ba7a7cbd83a15f8f8004d26f39773,Premium Beauty > Premium Hair Care > Premium Hair & Scalp Treatments,view
U0000,caacdf998a1b998bdbfc0d9a22911472,Beauty > Makeup > Nails,view
U0000,f1e05d4dc7792372283b9251add5a91e,Beauty > Makeup > Nails,view
U0000,dfd2e403b6add3aa73d5936687b6b61f,Personal Care > Sun Care > Sunscreen,view
U0000,780a7919fad879991ef6372334c3e7e6,Personal Care > Incontinence > All Incontinence,purchase
U0000,6dfedfb6577f8e948ea560fbc10f32d9,Personal Care > Sun Care > Sunscreen,view
U0000,19af6550ce288d8288e7e895a3e65c39,Home > Bedding > Mattress Pads,purchase
U0000,e1b16101836df911b69786eee7f73c8c,Beauty > Makeup > Face Makeup,view
U0000,2c33abef9b6cf764eda90856daf9e1ad,Personal Care > Deodorants & Antiperspirants,view
U0000,9b315e7981806bfe2f36c4f04a6b8b83,Pets > Dogs > Dog Toys,view
U0000,6351e1dc9cbc2e923ba92f2a1841d2fa,Personal Care > Bath & Body > Hand Soaps,view
U0000,1ac272e126b2e1e03ffd0a904a4f3b86,Health > Eye Care > Eye Irritation,view
U0000,a9d4414751b2212b641f4c6b9ff2d66a,Personal Care > Oral Care > Toothbrushes,view
U0000,0001111104242179400000002000000000067846570US,Personal Care > Bath & Body > Dove Deodorant & Antiperspirant,view
U0000,8d51b2acb7f742ebdb57ea1a1364bfd0,Beauty > Makeup > Face Makeup,view
U0000,08604ae77bc3f5e7320d2099bf0fd5dc,Premium Beauty > Premium Makeup > Premium Lips,view
U0000,0428d021cb31d61bd9136695b7a090d2,Beauty > Hair Care > Hair Care Brands,purchase
U0000,3683e04fe07931f00ad372b08fd14e10,Beauty > Beauty by Top Brands > Salon Perfect,view
U0000,e2d788bc9d97b7a3dbf9baae33aa1c0b,Premium Beauty > Premium Makeup > Premium Lips,view
U0000,c47bd2229726c056f46bc32833d5275b,Baby > Health & Safety > Baby Bath,purchase
U0000,74934ff06f0d7136f22fc9fdbd4dd64f,Premium Beauty > Premium Fragrance > Premium Perfume,view
U0000,c383e82219a45abfc8092393abaf35b0,Personal Care > Incontinence > All Incontinence,view
U0000,d3ff6420ef95015aa5d98e7c1701e4f1,Personal Care > Bath & Body > Hand Soaps,view
U0000,2e589ced84a93c8ccbc76ca81e02a634,Beauty > Makeup > Face Makeup,view
U0000,8e541ed351ec5ef8720e850138b69e05,Premium Beauty > Premium Bath & Body > Premium Body Hair Removal,view
U0000,3a7cd74886f54d4ba81707585e732fd0,Premium Beauty > Premium Bath & Body > Premium Hand Lotions & Foot Creams,cart
U0000,60c7fbf801e5fc403c4c4184d14cdffe,Personal Care > Bath & Body > Hand Soaps,view
U0000,452327ebe670d93af39b426b4698ff08,"Personal Care > Bath & Body > Loofahs, Bath Sponges & Accessories",view
U0000,328035fbc066aee3886520f9a71606a3,Personal Care > Personal Care by Brand > Colgate,cart
U0000,e4d2fd57b082942e0e59211376a3bef3,Beauty > Beauty by Top Brands > L'Oreal,view
U0000,b6378d68e31bc6089494ad73ae29ef77,Personal Care > Bath & Body > Hand Soaps,view
U0000,144a1bac15a865e03ce93629209c2cd0,Personal Care > Sun Care > After-Sun Care,view
U0000,3a6063f70a471b723f83d4ec157d2e6d,Beauty > Makeup > Face Makeup,view
U0000,e7e20fc77c2061d7ced0d37031090268,Premium Beauty > Premium Makeup > Premium Lips,view
U0000,8b1c3f5459a87e81dbfeae1936ddf7d2,Premium Beauty > Premium Men's Grooming > Premium Grooming Tools,view
U0000,ac006a96b6776170643ee35df8986f74,Personal Care > Bath & Body > Hand Soaps,view
U0000,9e428b0fb0a232d44e2c33a3b7e517cc,Beauty > Makeup > Face Makeup,view
U0000,e83a9cf8350642a77c3bff0e55f11ed0,Personal Care > Personal Care by Brand > Wahl,view
U0000,e45a102ed029b57dd5de96d863ef98e7,Beauty > Hair Care > Hair Styling Products,view
U0000,aa459ac2e6a169bf496d6e8fea5fe912,Premium Beauty > Premium Men's Grooming > Premium Body Care,view
U0000,34c07d9a809cba4e61b812d0131ce07f,Household Essentials > Bathroom > Bathroom Cleaners,cart
U0000,126868dd8ac84dce726c1f8bd4ef72f9,Home > Bath > Bath Towels,view
U0000,1f11ad1bfe5541016f31becb2baafe04,Baby > Diapering > Disposable Diaper Bags,view
U0000,641b37a882af9cd5e27446b7a2b2e712,Personal Care > Oral Care > Baby Oral Care,view
U0000,66eb2476ed70bf6bf8f74bc173585619,Beauty > Beauty by Top Brands > Hard Candy,view
U0000,dacfef380bca0ee7765dd31d6f4432c1,Personal Care > Oral Care > Clean Living Oral Care,view
U0000,df72d5df558bb3cc9074daf646991fd4,Personal Care > Deodorants & Antiperspirants,view
U0000,5ecacc15af1839c6c7d4c1b520da56dc,Premium Beauty > Premium Makeup > Premium Nail Polish & Care,view
U0000,b3a265efd4058e18ff808bdc2ef36ff2,Health > Sleep Better > Calm Your Mind,view
U0000,13d0e33979d0affd309965a1459ba34f,Premium Beauty > Premium Makeup > Premium Eyes,view
U0000,80033181037638731dff9b51f164d049,Personal Care > Personal Care by Brand > Crest,cart
U0001,a5e02b85ecba63abbdba0d5a55bc805c,Personal Care > Bath & Body > Old Spice Body Wash & Deodorants,view
U0001,a7dd12a550279aaa050240f3735b1805,Premium Beauty > Premium Hair Care > Premium Hair Color,view
U0001,baa603ae807405281dd640db6268b3a1,Home > Bedding > Basic Bedding,view
U0001,37385b2a602cc6b1b6781b7d3857fb59,Personal Care > Incontinence > Incontinence Underwear,view
U0001,f3266ef7eba0cefc7c166a2cc19614df,Home > Bedding > Basic Bedding,view
U0001,9947ac88942ef75dc9400a2e9ea778c2,Personal Care > Bath & Body > Hand Soaps,view
U0001,aad9b130160373da8f6b01a40b28767e,Household Essentials > Air Fresheners > Spray Air Fresheners,view
U0001,91e6d71a6112da2317c2f734b6ebe991,Household Essentials > Paper & Plastic > Food Storage Bags,view
U0001,2990c717a8c012acfc5265e18e9861eb,Premium Beauty > Premium Hair Care & Hair Tools > Premium Shampoos,view
U0001,ca38a6801e386c52daae963e0730e618,Beauty > Makeup > Face Makeup,view
U0001,2da2f224ed5cdd7422da0dc1c591682f,Personal Care > Bath & Body > Hand Soaps,view
U0001,42172e30aae04d0940308da8e8137cd8,Personal Care > Bath & Body > Body Lotions & Creams,purchase
U0001,465977bbe970f336c866ddd881e3626c,Household Essentials > Air Fresheners > Spray Air Fresheners,cart
U0001,c9879fa978502ed0cabf20b29f50312b,Industrial & Scientific > Janitorial & Sanitation Supplies > Odor Maintainers,view
U0001,4fa33a78fd07088f47aaf3ee636bd8d2,Premium Beauty > Premium Men's Grooming > Premium Colognes,purchase
U0001,d3ed42a51f99a8d03e8c9f2af01eb152,Beauty > Beauty by Top Brands > Maybelline New York,purchase
U0001,470a795b4252a6a422137a234b8dcaac,Premium Beauty > Premium Facial Skincare > Premium Face Moisturizers,view
U0001,f66872be01c069a4f424cc4ac51f75b0,Premium Beauty > Premium Hair Care & Hair Tools > Premium Hair & Scalp Treatments,cart
U0001,a57a639892c35e21975a1804c9282aae,Personal Care > Shaving > Trimmers & Groomers,view
U0001,6beb472ebcd4e0e883dfcd90d6106ec3,"Personal Care > Bath & Body > Loofahs, Bath Sponges & Accessories",view
U0001,a74d42c4e725578814d0438a20677c81,Personal Care > Sun Care > Sunscreen,view
U0001,e83cd0925a964b7980952b9be7ee03bc,Seasonal > Stock Up Essentials > Household Essentials Stock Up,view
U0001,128aad6c137d5a9f9b657d58b4ef2d6b,Household Essentials > Bathroom > Bathroom Cleaners,view
U0001,59babe43d228e0a0b03e08d344d720ad,Personal Care > Incontinence > All Incontinence,view
U0001,780c6529dbe3f4d7bf6beb8cc7d325e6,Personal Care > Bath & Body > Body Wash & Shower Gel,view
U0001,82b7d81fd211d3722726e56667e7568f,Shop by Brand > Household Essentials > Energizer,view
U0001,7e23ac3e1caf5922332f65e21750c299,Health > Foot Care > Insoles,view
U0001,6a81dd3bbf929e9b05464dd8a372b6ba,Health > Vitamins & Supplements > Supplements,view
U0001,a1abe79ee054a1647bde31fc2dfc2d36,Food > Beverages > Water Flavoring,view
U0001,921e6287c5e3c1a8c9c0e8d4aad45e4b,Personal Care > Oral Care > Dental Floss,view
U0001,ba20ab82f1db435f68e4c2ac14d12c4c,Personal Care > Feminine Care > All Feminine Care,purchase
U0001,cbabda1079391fa4b19a35259a1ce13f,Premium Beauty > Premium Bath & Body > Premium Deodorants & Antiperspirants,purchase
U0001,84f6d71688f849d78a77f29bd3388e14,Health > Vitamins & Supplements > Supplements,view
U0001,0f56ae73cc69e91b662ddda29389f7b2,Personal Care > Shaving > Trimmers & Groomers,view
U0001,aa9154a326e2f30ce6516da6c60efb05,Premium Beauty > Premium Hair Care & Hair Tools > Premium Conditioners,view
U0001,e17f96fc78f5933b2356fd91db33c034,Personal Care > Incontinence > All Incontinence,view
U0001,bae3b9989dddf84caf139cd5ff6d69f1,Health > Aromatherapy > Essential Oils,purchase
U0001,f5a49315a32a2d2ce075fafe235572e0,Personal Care > Oral Care > Toothpaste,purchase
U0001,05ad36be43763b002a71eed33c70422e,Personal Care > Bath & Body > Body Lotions & Creams,view
U0001,ecdb72f48131b02412e19394be8df50f,Personal Care > Bath & Body > Body Lotions & Creams,view
U0001,6c589728054d56ce1cf8993da1ed6611,Premium Beauty > Premium Men's Grooming > Premium Colognes,cart
U0001,42605c512dc853dcf45c12e417cc2277,Household Essentials > Cleaning Supplies > Cleaning Tools,view
U0001,2dbd6b1f83c3d710da643385d99876bb,Personal Care > Feminine Care > Rephresh,view
U0001,ebfac4f2f20348ea8fc119269943d0a4,Beauty > Skin Care > Lip Balms & Conditioners,view
U0001,826fc729a3ca4d8889ddddcf474dac7b,Premium Beauty > Premium Bath & Body > Premium Deodorants & Antiperspirants,view
U0001,bfb144974a19b851a63a06890c1ca28a,Health > Lip Care > Hawaiian Tropic,view
U0001,aab4285b93fe9304878e31a03758ab20,Health > Superfoods & Cleanses > Liver Cleanse,view
U0001,e7e20fc77c2061d7ced0d37031090268,Premium Beauty > Premium Makeup > Premium Lips,cart
U0001,bb2ec2d46f3eb7ae43351077f1a85144,Health > Vitamins & Supplements > Spring Valley,view
U0001,47aee86a3924f3c0eb6f8c88e81f3dc9,Health > Aromatherapy > Aromatherapy,view
U0001,bd95e942d20b9ea51c82008cf6208f37,Beauty > Hair Care > Hair Care Brands,purchase
U0001,920dea2bf40ad2b7bbeb00af7005f2e6,Beauty > Hair Care > Hair Color,cart
U0001,047432dddafd9bf97d226e24e393ee16,"Clothing > Womens Clothing > Womens Bras, Panties & Lingerie",view
U0001,1baf5bfa1fc9b1621eee8e3c1dbda9cb,Household Essentials > Paper & Plastic > Disposable Tabletop,view
U0001,ab6e3dcaf515971295b47b09d44c1a98,Beauty > Makeup > Lip Makeup,view
U0001,309561dcfb52b8423d015005fe1b20e4,Premium Beauty > Premium Facial Skincare > Premium Sun Care & Sunscreens,view
U0001,b73e7614d029da4ae953a40dc3130127,Beauty > Bath & Body > Hand Soaps & Sanitizers,view
U0001,587ccd540637126801a770bab81dcc91,Personal Care > Personal Care by Brand > Colgate,view
U0001,71f23b0711f9dc39d656bb79e1bcc4d7,Premium Beauty > Premium Men's Grooming > Premium Colognes,view
U0001,ce3d761e57d6ccad80619297b5b1bcbc,Seasonal > Stock Up Essentials > Personal Care Stock Up,view
U0001,0bfea13de3de4b3af5988ab3d8fa6112,Personal Care > Shaving > Men's Shaving,view
U0001,04e7e67c343c3dda5712c8a46de6d8f8,Premium Beauty > Premium Bath & Body > Premium Body Lotions,view
U0001,d02d2c2f4b81cd1e83fffafb2eff55cc,Personal Care > Bath & Body > Body Scrubs & Exfoliators,purchase
U0001,23fc5be9397b9bcc7cf80a25d5cb026b,"Beauty > Bath & Body > Bath Bombs, Bubble Baths & Soaks",view
U0001,28577be26510d200f5b0a1ba8e2b50a4,Beauty > Makeup > Face Makeup,cart
U0001,5002240000559679400000002000000000067907346US,Beauty > Hair Care > Conditioner,view
U0001,ded36de30607da35255a1fe04ab7f249,Premium Beauty > Premium Hair Care > Premium Styling Products,cart
U0001,36089e60c95d0f05739a29337ef8ed7a,Personal Care > Incontinence > All Incontinence,view
U0001,0005508600654579400000002000000000067913543US,Personal Care > Bath & Body > Hand Lotions & Creams,cart
U0001,784770ba4d360c44d78ea9d278a996f9,Baby > Health & Safety > Baby Bath,view
U0001,2c0c7781d156aef059e831bc1ada9b57,Health > Sleep Better > Calm Your Mind,view
U0001,3eb4bceec1038e7a289f46f613816ee6,Home > Decor > Throw Pillows,view
U0001,0060559200590979400000002000000000067559678US,Beauty > Hair Care > Shampoo,view
U0001,8afcd58d5659c28781fd99cf0ea74472,Personal Care > Men's Personal Care,view
U0001,91d203a21c385b18ebaa7495deaeb36d,Health > Vitamins & Supplements > Supplements,view
U0001,0c90b0a0567b9be0f9b60fcab8a5ed8f,Beauty > Hair Care > Hair Color,view
U0001,607a3ad2b90379a57c101706419e7eed,Beauty > Skin Care > Skin Care Concern,view
U0001,35802523307fbf54238fe772861c3c09,Personal Care > Sun Care > Sunscreen,view
U0001,8528d3cb30c8fa1e66811b1523dd1d15,Personal Care > Feminine Care > Always,view
U0001,bc2041366e6bdad01ce77fcaa028db05,Personal Care > Oral Care > Toothbrushes,view
U0001,fd897156f5d33cd8b4105c810580739e,Beauty > Beauty by Top Brands > Equate Beauty,view
U0001,db094ee4120e3818900d92c645c43028,Beauty > Makeup > Eye Makeup,view
U0001,0edf5c50cab9aa1aedc7a5cc6d5104af,Personal Care > Bath & Body > Hand Soaps,view
U0001,c3ad90b4294abe8ade7a3a3d832d0674,Premium Beauty > Premium Makeup > Premium Face,view
U0001,31ef7e4c9ec0aad28ccf2ed0b24954c6,Health > Aromatherapy > Aromatherapy,view
U0001,7af001d8e725993de84afbdfd3238a12,Beauty > Makeup > Nails,view
U0001,5a2d616aad50981462fd768928a3763d,Beauty > Hair Care > Hair Color,view
U0001,56cc5d66de2944ea0c4a1b6d21232832,Premium Beauty > Premium Hair Care > Premium Value Sizes & Sets,view
U0001,d9ff26653d21e22df201421573a88df7,Household Essentials > Air Fresheners > Spray Air Fresheners,view
U0001,0288383ee705506a2869671895561e6c,Personal Care > Oral Care > Toothbrushes,view
U0001,3dd8e010febb789189412acef3ddedd8,Household Essentials > Paper & Plastic > Food Storage Bags,view
U0001,8014be2e6a4da61c326b0e5bb278dbff,Premium Beauty > Premium Makeup > Premium Nail Polish & Care,view
U0001,e01d67379c07367ca8abf8bcb23dcfd6,Premium Beauty > Premium Facial Skincare > Premium Face Masks,purchase
U0001,dd4810f728756f702ffd62f8f97b95d9,Personal Care > Shaving > Women's Shaving,view
U0001,e342d0c7e36a0f941804af259e0dd3d0,Premium Beauty > Premium Men's Grooming > Premium Colognes,view
U0001,f1a2de083aad7b835a580e447688bf67,Beauty > Hair Care > Hair Color,view
U0001,ff8e3025fd88769b8f2d74020f417f6a,Beauty > Makeup > Tools & Accessories,purchase
U0001,1007940052235879400000002000000000067565785US,Beauty > Hair Care > Shampoo,view
U0001,5b3f0d19ea62fedd4f6505fd79aae0aa,Premium Beauty > Premium Makeup > Premium Nail Polish & Care,view
U0001,1a142239f91b9cb6c8fb423a231f4b63,Household Essentials > Cleaning Supplies > Cleaning Tools,view
U0001,6ecdd107886ab0d37404533bddbd2e81,Beauty > Makeup > Eye Makeup,cart
U0001,d1b97a3fd8de6e1606987026b7c394aa,Beauty > Hair Care > Hair Styling Products,view
U0001,0001111104242179400000002000000000067846570US,Personal Care > Bath & Body > Bar Soap,cart
U0001,19114a3fb213614a387966d817700b41,Household Essentials > Cleaning Supplies > Cleaning Tools,view
U0001,f93209b57b4b9918b415fef209a07214,Premium Beauty > Premium Makeup > Premium Lips,view
U0001,cbabda1079391fa4b19a35259a1ce13f,Premium Beauty > Premium Bath & Body > Premium Deodorants & Antiperspirants,view
U0001,379830b8c1ce7f6ffa25732bca150795,Personal Care > Shaving > Men's Shaving,view
U0001,69a883829811655fd4611607d3b17d35,Health > Superfoods & Cleanses > Super Greens,view
U0001,7e83731c07abaf15540e115f5b2fa0be,Beauty > Hair Care > Hair Color,view
U0001,ec5c3644f1de4adfcedf3607739e8f53,Beauty > Makeup > Eye Makeup,view
U0001,96d7c3d5e50cf327e6a121e9887dee0f,Premium Beauty > Premium Makeup > Premium Face,view
U0001,5dfbdea98248966fde20ad39945d892e,Food > Coffee > Coffee Creamers,view
U0001,52297f28a0067efa19bb1ee404f2e6fa,Beauty > Premium Beauty > Premium Hair Care,view
U0001,76e8cab644f11d0f86716e067c100f9c,Beauty > Hair Care > Hair Color,view
U0001,4973cee2c49b2ff3c9f460ca77742bab,Premium Beauty > Premium Hair Care > Premium Hair Color,view
U0001,23fc5be9397b9bcc7cf80a25d5cb026b,"Beauty > Bath & Body > Bath Bombs, Bubble Baths & Soaks",view
U0001,50858547b4241c51c26cfb4491d9bf86,Personal Care > Bath & Body > Hand Soaps,cart
U0001,6c06b8211399b495db1ddc5784faf4bd,Personal Care > Feminine Care > Feminine Wipes,view
U0001,425c4bb5395796129bd67fca97099c30,Personal Care > Men's Essentials > Men's Bath & Body,view
U0001,99655c1e56060dee2b2946a4ff7bc099,Patio & Garden > Grills & Outdoor Cooking > Grills,purchase
U0001,6468b8f99747b365baf0b6744b0e4bee,Health > Plant Based Nutrition > Plant Protein Powder,view
U0001,9dd7d66d3c9f58896096e43a26a460d0,Beauty > Beauty by Top Brands > Garnier,view
U0001,20782116760126cc9784f35d76fc9a03,Health > Vitamins & Supplements > Energy Support Supplements,view
U0001,3ee9059287eb4b9e74b78033e7f6c962,Personal Care > Feminine Care > Always,view
U0001,58b8199bf09444d0119bdd410abdbe6f,Premium Beauty > Premium Facial Skincare > Premium Toners,view
U0001,6f569edd51f4cdba112ab0b59e0c39ba,Personal Care > Sun Care > After-Sun Care,cart
U0001,05b0f0af4fc9e9795bce945b59acd0b5,Personal Care > Shaving > Body Hair Removal,view
U0001,92bc2b66cd3d5ee2ec0682212df9e1d8,Beauty > Skin Care > Facial Cleansers,view
U0001,1622525d37dfc4ded2f13e709b40c8a9,Beauty > Skin Care > Face Masks,view
U0001,f8440df8d6984c28e9146ea9ef38decd,Food > Baking > Baking Mixes,view
U0001,9732d5abac06dc5e1e4235eea976e881,Beauty > Beauty by Top Brands > Milani,cart
U0001,e4511ad9669b16f894c8e350db7a4663,Personal Care > Incontinence > All Incontinence,view
U0001,65d814cb5aa8eae4438268544eba57c9,Household Essentials > Air Fresheners > Spray Air Fresheners,view
U0001,db281fd25191189d09f3c92307fb033e,Beauty > Here for Every Beauty > Hair Care & Hair Tools,purchase
U0001,30e0f9d64ba307d3eee67d97b179c049,Personal Care > Deodorants & Antiperspirants,purchase
U0001,4f77778810f065ff42766f28bd9715e9,Food > Baking > Baking Ingredients,view
U0001,e71a1564028ce6cead24e13df95e8840,Beauty > Makeup > Eye,view
U0001,79a459a868d3e0ce73e65804769dc6db,Premium Beauty > Premium Men's Grooming > Premium Hair Care,view
U0001,1007940052235879400000002000000000067565785US,Beauty > Hair Care > Hair Treatments,view
U0001,bb99344d4678001e372c624296a24687,Beauty > Skin Care > Acne Treatments,view
U0001,7064ae1ce9df50f1733997a85ae47344,Personal Care > Sun Care > Sunscreen,view
U0001,aad9b130160373da8f6b01a40b28767e,Household Essentials > Air Fresheners > Spray Air Fresheners,view
U0001,ca692074976d8564483ee9ca198ba2cc,Personal Care > Bath & Body > Body Lotions & Creams,cart
